transaction_id,customer_name,category,price,quantity,rating,country,created_date
TXN-0007943,Lisa Lee,Beauty & Personal Care,39.05,5,2.1,India,26-10-2024
TXN-0006006,Sarah Smith,Automotive,964.55,1,1.9,,2024-08-22 18:46:11
TXN-0003316,Karen Davis,aPPAREL,367.93,7,1.5,Canada,2024-06-01 07:17:50
TXN-0003836,James Moore,Automotive,1307.76,2,3.1,Canada,2024-10-18 12:58:14
TXN-0011623,Linda Thompson,Sports & Outdoors,1225.77,5,3.2,France,2023-10-17 09:25:59
TXN-0009435,Robert White,Automotive,220.7,1,2.1,Canada,11/08/2023
TXN-0004093,Susan Moore,Home & Kitchen,1275.5,6,1.8,United States,1678854502
TXN-0010328,Robert Johnson,SPORTS & OUTDOORS,463.28,5,2.6,Japan,2023-12-31 22:12:25
TXN-0004018,James Johnson,Sports & Outdoors,517.02,2,4.8,Canada,1691494385
TXN-0004070,Elizabeth Thomas,Apparel,115.09,4,1.6,Brazil,2024-10-21 11:26:20
TXN-0001510,Elizabeth Rodriguez,Books,-447.67,1,3.6,United Kingdom,2024-08-15 03:40:28
TXN-0001056,Nancy Johnson,Electronics,1051.12,1,1.6,DEU,2023-03-23 18:53:49
TXN-0008965,Sarah Johnson,Apparel,348.42,8,2.8,India,2024-04-19 05:52:33
TXN-0009678,William White,Toys & Games,666.86,5,2.5,Australia,2024-09-28 09:32:24
TXN-0007063,William Gonzalez,toys & games,645.59,7,3.1,India,2024-04-23 06:15:26
TXN-0009704,Sarah Brown,Home & Kitchen,425.24,1,1.5,Japan,2024-12-17 17:36:22
TXN-0009117,Daniel White,Electronics,837.05,,4.6,United Kingdom,2024-10-09 04:11:09
TXN-0011215,Daniel Williams,Apparel,402.2,6,3.9,Brazil,2023-01-26 15:40:19
TXN-0010126,Jennifer Martinez,Sports & Outdoors,1314.22,4,2.0,United Kingdom,08/17/2024
TXN-0001259,William Lee,Electronics,1235.87,8,-1.0,Netherlands,2024-05-06 01:48:33
TXN-0010605,Michael Lopez,Apparel,1240.25,2,1.9,Netherlands,2023-08-16 13:22:01
TXN-0007727,Charles Thompson,Electronics,246.75,7,3.3,France,01-Mar-2024
TXN-0000164,John Lopez,Books,481.43,2,4.4,usa,2024-05-19 20:08:43
TXN-0002652,Elizabeth Hernandez,aPPAREL,1401.16,2,4.1,India,2024-04-16 21:57:45
TXN-0000396,Nancy Jones,Beauty & Personal Care,542.08,4,1.7,India,2024-12-05 09:44:01
TXN-0006496,David Gonzalez,Toys & Games,1077.08,6,3.5,India,08-08-2024
TXN-0009016,Susan Taylor,Beauty & Personal Care,1151.82,7,2.4,United States,2023-12-10 21:43:30
TXN-0006657,Joseph Johnson,aUTOMOTIVE,949.36,4,3.6,United States,2024-01-04 19:32:12
TXN-0008536,None,Electronics,180.82,1,4.6,Netherlands,2023-07-01 23:32:54
TXN-0002799,Linda Rodriguez,Beauty & Personal Care,424.63,7,4.6,Canada,2024-02-21 16:19:26
TXN-0005008,Elizabeth Johnson,Apparel,1129.99,5,4.7,Brazil,2024-04-27 11:28:18
TXN-0006330,Linda Brown,Beauty & Personal Care,$770.42,1,3.2,United States,2023-12-06 18:43:26
TXN-0005654,Christopher Lopez,Automotive,,4,4.3,Japan,2024-01-05 22:48:58
TXN-0004517,William Johnson,Books,1486.42,3,3.2,Canada,2024-04-10 16:28:37
TXN-0011737,Sarah Moore,Home & Kitchen,618.31,2,3.0,Japan,2023-12-21 14:21:03
TXN-0002082,Karen Davis,sPORTS & oUTDOORS,869.59,5,1.9,France,2024-11-15 05:29:34
TXN-0003376,Jennifer Martin,Electronics,$30.48,2,3.3,Brazil,2024-12-31
TXN-0007494,Karen Jones,Beauty & Personal Care,318.97,3,1.2,United Kingdom,2024-04-21 04:13:13
TXN-0006962,Susan Thompson,Books,221.1,6,1.1,None,2023-08-26 00:03:41
TXN-0012480,Jessica Brown,Automotive,1178.77,5,2.0,Netherlands,2023-09-20 22:33:59
TXN-0012146,Nancy Smith,Books,1492.09,8,3.6,Japan,29-May-2023
TXN-0010981,Michael Brown,Apparel,757.26,6,1.4,Canada,29-Apr-2023
TXN-0002122,Daniel Garcia,Toys & Games,953.82,4,,Japan,2024-11-12 16:32:50
TXN-0011624,Karen Smith,Electronics,194.67,5,4.6,India,2023-09-30 05:28:22
TXN-0002237,Jennifer Wilson,Home & Kitchen,-802.69,1,1.1,Canada,2023-08-26 06:32:12
TXN-0010044,William Hernandez,Home & Kitchen,$389.88,1,4.9,Germany,2024-12-31
TXN-0005068,Nancy White,Electronics,788.68,1,3.9,India,23/07/2024
TXN-0006469,Daniel Brown,Sports & Outdoors,1283.49,7,1.4,Germany,2023-07-03 13:32:52
TXN-0001760,John Williams,Books,$505.59,1,1.2,Netherlands,2023-02-21 10:28:32
TXN-0006383,Lisa Davis,Books,89.4,1,1.9,Germany,14-11-2024
TXN-0002905,Thomas Wilson,Toys & Games,885.62,5,2.8,India,2023-11-14 08:32:21
TXN-0001903,Thomas Jackson,Sports & Outdoors,75.2,7,5.0,United Kingdom,2024-06-14 01:00:53
TXN-0011217,John Williams,Electronics,304.33,5,1.6,India,2023-08-01 18:18:20
TXN-0000353,Barbara Moore,Toys & Games,1244.07,4,1.7,Canada,2023-02-27 06:02:33
TXN-0010818,John Johnson,Automotive,469.35,6,None,Netherlands,2024-04-22 22:58:02
TXN-0001141,Christopher Brown,Beauty & Personal Care,150.61,5,3.3,Netherlands,2024-06-20 09:35:05
TXN-0003340,Michael Wilson,Toys & Games,657.54,5,1.5,Brazil,2023-12-10 17:03:29
TXN-0002676,Christopher Jones,Electronics,132.08,4,1.1,United Kingdom,2023-06-22 10:37:21
TXN-0012211,Nancy Miller,Beauty & Personal Care,907.32,3,None,Netherlands,2023-12-31 00:31:49
TXN-0011651,Lisa Martin,Sports & Outdoors,"1,233.49",4,3.0,Netherlands,2023-06-01 11:52:03
TXN-0011394,Joseph Jackson,Books,332.7,5,2.9,Japan,08/19/2023
TXN-0007696,Richard Wilson,Apparel,232.61,7,4.9,France,2023-10-20 09:30:56
TXN-0006044,James Williams,Sports & Outdoors,1040.61,1,,United States,2024-12-24 00:14:47
TXN-0002634,Christopher Rodriguez,Apparel,1487.29,3,2.6,Netherlands,2024-06-29 16:07:55
TXN-0009371,Christopher Davis,Beauty & Personal Care,1434.16,3,N/A,United States,2023-12-02 08:00:11
TXN-0007201,David Wilson,Toys & Games,473.6,1,4.4,Germany,2024-10-05 05:38:40
TXN-0008831,William Thomas,Books,1163.47,3,4.0,CAN,2024-05-01 02:58:29
TXN-0007364,Robert Wilson,  Toys & Games  ,915.58,8,2.2,Brazil,2024-12-29 09:12:12
TXN-0000443,James Gonzalez,Home & Kitchen,13.82,2,4.0,Brazil,03/30/2024
TXN-0006757,Jennifer Miller,Apparel,600.9,5,1.7,Brazil,17-Sep-2023
TXN-0008165,Elizabeth Lee,Electronics,445.41,4,3.1,India,2023-07-25 19:46:23
TXN-0011150,Mary Perez,Beauty & Personal Care,113.51,4,4.5,France,2023-04-01 08:07:55
TXN-0003247,James Moore,Beauty & Personal Care,857.81,1,4.2,Brazil,2023-03-26 16:27:41
TXN-0000701,Susan Garcia,Automotive,47.52,5,,Germany,2023-02-21 19:50:27
TXN-0012240,Mary Rodriguez,Sports & Outdoors,410.7,2,4.2,Japan,2024-02-18 05:27:23
TXN-0009547,Thomas Taylor,Home & Kitchen,797.77,5,1.3,Australia,NULL
TXN-0012137,David Taylor,Beauty & Personal Care,201.35,5,4.5,United Kingdom,2023-04-04 14:14:40
TXN-0010799,William Gonzalez,Apparel,1238.75,7,4.8,Germany,2024-12-30 17:45:47
TXN-0006702,Jessica Miller,Sports & Outdoors,1272.97,2,3.5,Germany,2023-01-20 14:07:50
TXN-0002201,John Anderson,Electronics,1127.17,5,4.7,Australia,2023-07-24 00:56:10
TXN-0007065,William Davis,Beauty & Personal Care,$454.73,3,2.5,United States,2024-12-31
TXN-0007121,Jennifer Lee,Books,278.72,8,2.3,Netherlands,2023-03-13 23:35:35
TXN-0002353,Linda Martin,Electronics,392.28,1,3.3,France,2023-05-15 15:31:44
TXN-0007280,Patricia Miller,Home & Kitchen,219.68,6,-1.0,United States,2024-03-07 05:26:38
TXN-0009106,Robert Taylor,Electronics,1479.92,8,3.8,United States,2024-03-27 22:10:44
TXN-0007892,Robert Rodriguez,Beauty & Personal Care,1381.52,2,3.9,Netherlands,2023-07-06 12:29:23
TXN-0003668,Robert Rodriguez,Automotive,500.98,3,2.7,Australia,12/31/2024
TXN-0011506,Elizabeth Williams,ELECTRONICS,1363.38,7,3.0,Canada,2024-10-09 07:22:09
TXN-0003073,James Gonzalez,Sports & Outdoors,1021.68,1,2.6,Germany,2023-09-25 00:42:25
TXN-0005713,James Moore,electronics,63.15,4,4.3,Canada,2023-05-07 02:08:28
TXN-0005077,Patricia Brown,Beauty & Personal Care,180.64,7,0.0,Canada,2024-07-17 01:15:41
TXN-0001132,James Wilson,Beauty & Personal Care,79.6,3,2.4,United States,2023-08-09 00:27:08
TXN-0011558,William Moore,Books,"1,147.53",6,1.7,India,2023-05-30 19:39:17
TXN-0010870,John Martinez,Beauty & Personal Care,255.78,2,4.3,United Kingdom,2024-08-03 14:34:24
TXN-0002349,Sarah Lee,Sports & Outdoors,1465.96,8,,Australia,2024-08-04 16:51:14
TXN-0010184,David Martinez,Books,-1447.3,2,2.2,United States,2023-03-06 00:07:20
TXN-0003403,Linda Thomas,Automotive,1483.01,1,1.8,Canada,2024-11-12 09:46:40
TXN-0005635,Linda Moore,Electronics,166.87,6,2.0,Australia,2024-03-06 08:58:13
TXN-0002622,William Thomas,Beauty & Personal Care,-377.57,6,1.6,Germany,2024-11-13 02:01:54
TXN-0008047,Jennifer Brown,Toys & Games,1349.38,1,3.8,France,1678770959
TXN-0010837,Richard Smith,Sports & Outdoors,62.92,3,4.8,Netherlands,2023-11-21 22:04:57
TXN-0008391,Jennifer Hernandez,Beauty & Personal Care,1438.83,6,2.1,Germany,2024-04-20 07:39:47
TXN-0010254,Thomas Hernandez,Books,1338.44,8,Five,Brazil,2023-11-28 00:58:14
TXN-0001216,NULL,Apparel,1221.73,8,2.1,India,2023-06-04 05:40:06
TXN-0011001,Nancy Lee,Home & Kitchen,656.05,3,NULL,Germany,2023-06-12 03:38:34
TXN-0000157,David Thomas,Books,1499.97,3,1.3,Germany,2024-10-17 21:17:09
TXN-0003369,Christopher Smith,Sports & Outdoors,268.16,2,4.3,Canada,30/11/2024
TXN-0009991,Jessica Miller,Home & Kitchen,948.3,5,1.5,Australia,2023-03-19 10:13:38
TXN-0007064,Lisa Thomas,Books,26.86,8,4.2,India,2023-08-14 17:50:04
TXN-0006892,Daniel Johnson,Electronics,560.53,6,4.0,Brazil,22-03-2024
TXN-0006323,Nancy Johnson,Home & Kitchen,346.28,8,2.1,Australia,27-09-2024
TXN-0011911,William Wilson,Sports & Outdoors,570.23,5,4.9,United States,2024-02-12 02:48:14
TXN-0003034,NULL,Electronics,220.85,4,3.2,Australia,2024-05-18 08:51:42
TXN-0001035,Jessica Moore,Books,130.01,7,3.1,Japan,2024-08-26 04:44:04
TXN-0001373,Sarah Anderson,Apparel,1215.09,1,2.2,Netherlands,2023-12-31 15:52:17
TXN-0000349,Richard Martinez,Sports & Outdoors,$258.58,1,4.8,United Kingdom,2024-12-31
TXN-0006089,Thomas Perez,Home & Kitchen,1261.64,4,4.5,Brazil,2024-07-15 20:19:17
TXN-0000433,James Hernandez,Automotive,64.71,6,3.4,United Kingdom,2024-08-23 22:05:07
TXN-0011358,Jennifer Wilson,Electronics,239.75,4,3.5,Brazil,1713387236
TXN-0003227,Mary Taylor,Home & Kitchen,$458.84,5,3.8,Netherlands,2023-04-11 01:24:12
TXN-0009776,James White,Home & Kitchen,200.3,5,4.0,Canada,28-Aug-2024
TXN-0000095,Linda Anderson,Apparel,289.96,3,4.5,Japan,2023-08-03 13:37:29
TXN-0007124,None,Electronics,56.15,3,3.9,India,2023-08-21 12:41:20
TXN-0004897,Lisa Anderson,Books,893.48,5,,Germany,2023-01-23 21:37:41
TXN-0005364,James Anderson,Sports & Outdoors,552.82,8,1.1,United States,2023-05-27 15:06:43
TXN-0009123,Michael Perez,Books,1138.94,8,4.9,France,None
TXN-0002499,Michael Hernandez,Automotive,-942.67,8,2.6,France,2023-01-06 08:54:56
TXN-0009588,Patricia Hernandez,Sports & Outdoors,197.96,4,5.0,France,2023-07-27 09:32:05
TXN-0000973,William Gonzalez,Apparel,686.82,5,3.7,Japan,2024-12-31 06:35:08
TXN-0007854,Barbara Martin,Home & Kitchen,100.76,1,1.9,India,None
TXN-0007133,Jessica Moore,apparel,1255.76,8,2.5,Japan,2023-04-09 03:28:52
TXN-0003579,Richard Jackson,Books,"1,083.82",2,2.0,United Kingdom,2024-04-11 16:23:15
TXN-0004868,Linda Davis,tOYS & gAMES,1187.73,2,2.0,Germany,2024-12-29 22:02:06
TXN-0002813,Jennifer Anderson,Sports & Outdoors,829.28,7,4.6,United Kingdom,2024-09-18 03:14:49
TXN-0011905,Jennifer Lopez,Beauty & Personal Care,815.71,4,1.7,united states,2023-08-14 21:10:04
TXN-0004848,Linda Anderson,Electronics,241.46,4,None,United Kingdom,2024-04-11 13:07:25
TXN-0006852,Robert Martinez,Toys & Games,529.61,6,1.6,Canada,2023-08-14 11:41:23
TXN-0002528,Elizabeth Anderson,Sports & Outdoors,-41.63,6,3.1,Japan,2024-06-17 08:59:18
TXN-0005203,John Thomas,Electronics,60.62,5,3.1,USA,2023-10-05 22:09:01
TXN-0011232,Linda Rodriguez,Automotive,470.66,1,1.0,Australia,2024-12-05 18:07:50
TXN-0006208,Mary Anderson,Books,1081.78,3,3.5,India,16-Jul-2024
TXN-0004691,Michael Gonzalez,Automotive,"1,091.60",2,1.3,United Kingdom,2023-09-12 09:35:47
TXN-0003248,Nancy Garcia,Apparel,1166.0,4,2.5,,2024-02-10 04:58:02
TXN-0000141,Patricia Smith,Automotive,267.66,7,N/A,Japan,2023-06-28 17:34:28
TXN-0004033,John Martinez,Beauty & Personal Care,"$1,121.33",1,2.9,Australia,2023-04-22 06:29:18
TXN-0011830,Nancy Davis,Home & Kitchen,1321.15,3,4.1,France,2024-01-23 16:02:38
TXN-0005443,Joseph Thomas,Beauty & Personal Care,642.21,6,4.4,Canada,2023-02-13 18:21:23
TXN-0002313,Elizabeth Miller,Home & Kitchen,809.6,4,,Netherlands,2023-08-13 03:07:06
TXN-0002955,Linda Johnson,Books,1213.66,,1.0,United States,2023-12-09 11:55:25
TXN-0009038,Daniel Johnson,Toys & Games,1089.32,5,4.0,Brazil,02/10/2023
TXN-0011377,Nancy Garcia,Beauty & Personal Care,395.26,1,3.2,France,
TXN-0002816,Karen Lee,Home & Kitchen,352.06,2,1.3,Netherlands,2024-05-31 22:58:43
TXN-0004050,Susan Gonzalez,Home & Kitchen,541.07,8,1.4,Australia,2023-09-10 12:19:33
TXN-0010008,Christopher Brown,Automotive,640.27,4,0.0,India,2024-11-01 02:05:19
TXN-0001662,David Hernandez,Home & Kitchen,866.73,2,1.9,U.K.,2023-08-03 18:36:40
TXN-0002100,Robert Hernandez,TOYS & GAMES,1487.3,4,1.8,Netherlands,2023-01-08 17:40:59
TXN-0006284,John Anderson,apparel,1107.02,5,4.4,Canada,2023-11-03 21:13:53
TXN-0007650,Thomas Smith,Toys & Games,488.94,1,-1.0,Australia,2023-08-24 14:57:44
TXN-0002393,William Williams,Automotive,332.44,6,2.7,United Kingdom,2023-09-18 09:20:50
TXN-0002759,,Books,79.85,2,2.3,Japan,2024-09-04 12:23:54
TXN-0010264,John Anderson,Automotive,$104.52,7,6.5,Australia,2024-12-31
TXN-0000357,Lisa White,Sports & Outdoors,449.61,2,1.2,NULL,2024-03-20 02:33:42
TXN-0001965,Barbara Jones,Sports & Outdoors,1435.04,2,2.7,France,1721682229
TXN-0011755,Jennifer Anderson,Automotive,285.39,8,1.3,Canada,2024-10-03 14:54:13
TXN-0001806,Sarah Wilson,Toys & Games,1433.54,7,None,United States,2023-12-16 08:30:02
TXN-0010186,Susan Gonzalez,Home & Kitchen,692.55,2,2.1,Canada,2023-01-12 14:52:17
TXN-0003929,Jennifer Hernandez,Toys & Games,858.44,3,2.5,United Kingdom,2024-03-15 06:54:13
TXN-0008994,Charles Martin,Beauty & Personal Care,130.58,5,1.2,Australia,2024-09-06 23:47:22
TXN-0011575,Susan Martin,Books,1377.05,1,4.9,Brazil,05-04-2023
TXN-0001112,Thomas Miller,Toys & Games,107.62,7,1.7,Germany,2023-08-27 13:37:51
TXN-0011900,Christopher Davis,HOME & KITCHEN,525.74,4,1.6,Germany,2024-05-13 05:36:36
TXN-0002004,Thomas Rodriguez,bEAUTY & pERSONAL cARE,1300.02,2,5.0,France,2023-04-18 06:24:35
TXN-0010354,Charles Lee,Beauty & Personal Care,327.19,4,2.5,United Kingdom,07-09-2024
TXN-0005581,Karen Jackson,Sports & Outdoors,31.52,4,1.7,United Kingdom,2023-10-27 05:52:48
TXN-0005773,Joseph Jones,Apparel,NULL,4,2.0,Germany,2024-07-25 15:34:23
TXN-0006748,Susan Miller,Automotive,786.93,1,1.1,Netherlands,2024-08-09 12:39:19
TXN-0006079,David Perez,Books,683.1,2,4.8,France,1699771684
TXN-0012277,Robert Thompson,apparel,580.74,1,1.8,India,2024-03-01 19:17:24
TXN-0003109,Joseph Martinez,Apparel,$31.35,4,,United Kingdom,2024-12-31
TXN-0006105,Karen White,Sports & Outdoors,1428.96,8,1.7,Australia,2024-11-22 01:56:22
TXN-0011460,Michael Perez,Home & Kitchen,1454.49,2,3.0,France,2024-03-29 09:41:48
TXN-0005763,James Williams,Books,334.79,8,3.5,Germany,2024-03-11 16:43:32
TXN-0004159,Lisa Taylor,electronics,341.02,1,3.1,Germany,2024-05-12 13:00:36
TXN-0011284,Richard Lopez,Apparel,160.33,4,1.0,Netherlands,2024-06-25 17:42:46
TXN-0000564,Jennifer Hernandez,Apparel,"1,149.33",7,4.8,United States,2023-08-24 14:49:06
TXN-0011862,Robert Lee,Automotive,44.01,8,1.6,Brazil,03/19/2023
TXN-0002192,Barbara Wilson,Automotive,442.34,7,N/A,Germany,2024-07-25 01:30:23
TXN-0008717,Jessica Lopez,Automotive,1068.36,3,4.3,Australia,2024-06-08 03:55:03
TXN-0001779,Jennifer Davis,Beauty & Personal Care,1012.46,2,5.0,Australia,2024-06-11 04:45:48
TXN-0010861,Karen Wilson,Home & Kitchen,61.83,7,3.4,Netherlands,1730523171
TXN-0000345,Mary Davis,BOOKS,792.04,1,2.3,United States,2024-04-22 00:18:06
TXN-0005047,Jennifer White,Apparel,510.09,1,2.5,Germany,2024-01-12 23:29:37
TXN-0011461,Susan Moore,  Toys & Games  ,1430.84,7,3.0,India,2024-07-29 08:11:07
TXN-0001692,,Books,446.02,1,3.6,United Kingdom,2023-06-25 05:57:29
TXN-0009985,Lisa Garcia,Beauty & Personal Care,1495.12,2,2.3,Australia,2023-05-14 09:09:51
TXN-0006975,Richard Rodriguez,home & kitchen,1260.85,2,3.0,Australia,2023-05-22 02:24:32
TXN-0002577,Jessica Miller,Automotive,994.55,2,2.4,Brazil,2024-01-22 23:29:02
TXN-0010132,Joseph Wilson,Automotive,826.16,8,2.6,Netherlands,2023-01-28 13:39:41
TXN-0006279,Jennifer Johnson,Toys & Games,564.55,2,4.1,,2023-11-10 15:00:56
TXN-0007556,Linda Martinez,bOOKS,859.62,6,3.5,Canada,2024-06-28 00:46:01
TXN-0001058,Richard Wilson,Books,496.44,6,N/A,Japan,2024-04-14 10:15:45
TXN-0004620,Patricia Davis,Apparel,NULL,4,3.2,India,2024-06-05 02:50:54
TXN-0010545,Karen Jones,Home & Kitchen,1044.71,4,4.3,UK,2024-06-29 23:48:55
TXN-0002200,Joseph White,Automotive,,2,4.3,Brazil,2023-08-21 10:13:58
TXN-0009790,Lisa Martinez,Beauty & Personal Care,332.57,6,1.0,Netherlands,2024-04-19 22:23:43
TXN-0012422,Charles Williams,Automotive,315.27,7,2.0,India,14-Nov-2023
TXN-0005300,Charles Anderson,Toys & Games,1112.26,3,1.8,United States,2023-08-02 09:30:09
TXN-0011417,Daniel Lee,Apparel,343.89,6,4.6,Germany,2024-12-13 20:53:20
TXN-0011529,Robert Moore,Sports & Outdoors,274.91,6,5.0,CAN,2024-02-05 21:51:56
TXN-0003830,John Rodriguez,Books,1430.87,7,4.8,France,2024-03-18 03:36:16
TXN-0005802,James Smith,Home & Kitchen,680.13,4,2.0,Netherlands,07-10-2023
TXN-0005103,Karen Moore,Books,742.51,5,3.4,Japan,07/04/2023
TXN-0005795,David Wilson,Books,601.67,7,7.2,Canada,2023-04-21 23:05:49
TXN-0011730,Barbara Miller,Books,551.59,2,2.1,France,2023-06-18 09:53:16
TXN-0009107,,Toys & Games,$340.37,2,2.3,India,2024-12-31
TXN-0008199,Linda Thomas,Beauty & Personal Care,190.47,7,0.0,United States,2023-10-11 01:05:01
TXN-0011539,Patricia Taylor,Automotive,845.25,3,1.2,Canada,NULL
TXN-0003168,Jennifer Hernandez,Home & Kitchen,1311.44,1,2.2,India,16-12-2023
TXN-0006989,Elizabeth Rodriguez,Electronics,346.28,6,4.9,Canada,16/12/2023
TXN-0010092,Linda Hernandez,Home & Kitchen,-1240.07,4,4.9,Brazil,2024-07-02 17:17:59
TXN-0008453,Elizabeth Hernandez,Books,403.49,2,4.0,India,
TXN-0012357,Sarah Moore,Books,1155.65,6,2.2,USA,2023-06-21 03:15:39
TXN-0009320,Thomas Brown,Sports & Outdoors,528.62,7,4.5,Brazil,03-06-2023
TXN-0008493,Patricia Wilson,Electronics,176.31,1,2.9,Brazil,2024-06-01 23:00:58
TXN-0000687,Joseph Garcia,Apparel,431.44,3,4.4,Brazil,2024-06-22 03:49:58
TXN-0005936,Elizabeth Johnson,Apparel,1446.58,8,4.5,United States,06-12-2023
TXN-0004497,Robert Hernandez,Books,675.25,8,4.4,Canada,19-10-2024
TXN-0007788,Karen Jones,Electronics,826.29,5,4.0,Canada,2023-09-10 02:00:53
TXN-0006821,Richard Brown,  Automotive  ,532.56,3,3.7,United Kingdom,2024-02-05 21:37:24
TXN-0000136,Charles Perez,tOYS & gAMES,217.1,1,1.4,Canada,2024-02-17 00:54:50
TXN-0000261,Charles Perez,Toys & Games,1159.39,5,4.2,Canada,07-07-2024
TXN-0000155,Daniel Perez,Toys & Games,894.59,2,NULL,United Kingdom,2023-10-20 13:48:40
TXN-0005001,John Taylor,Electronics,1072.17,7,-1.0,Canada,2024-08-31 18:36:39
TXN-0004880,Elizabeth Williams,aUTOMOTIVE,1004.21,7,2.5,Germany,2023-04-20 04:06:27
TXN-0002012,Linda Anderson,Automotive,537.01,2,3.4,India,06/24/2023
TXN-0006223,,Home & Kitchen,89.97,6,1.5,Brazil,2024-09-19 09:55:47
TXN-0005151,James Williams,Automotive,1159.91,3,4.3,Japan,2023-02-18 11:54:22
TXN-0002983,Charles Hernandez,Automotive,224.11,4,2.4,Australia,05-Jun-2023
TXN-0007398,Lisa Jones,Automotive,1198.1,3,-1.0,Brazil,2024-04-07 20:40:14
TXN-0011349,Michael Anderson,  Toys & Games  ,554.8,1,4.4,Japan,2024-02-02 06:47:46
TXN-0009374,Sarah Thomas,Automotive,762.08,3,3.3,DEU,2023-10-19 17:25:57
TXN-0009382,Jennifer Williams,Automotive,1006.04,1,Five,United States,2023-09-16 20:44:51
TXN-0003198,Lisa Martin,Home & Kitchen,1421.6,4,1.0,United Kingdom,2024-06-06 09:54:38
TXN-0011524,Thomas Martin,apparel,1363.13,1,4.2,France,2023-07-28 02:12:42
TXN-0007913,Mary Lopez,Sports & Outdoors,839.14,4,2.4,UK,2024-01-15 10:17:41
TXN-0001319,Lisa Johnson,Beauty & Personal Care,1076.35,8,2.7,Japan,07-04-2023
TXN-0002254,,Automotive,40.34,4,2.8,France,2024-05-25 13:52:37
TXN-0005106,David Anderson,bEAUTY & pERSONAL cARE,1340.23,6,1.2,United Kingdom,2024-02-23 04:08:04
TXN-0011815,Lisa Martinez,Apparel,1019.46,6,3.0,Canada,2023-01-28 01:40:29
TXN-0000338,Jessica Smith,Toys & Games,263.35,4,4.6,Japan,2023-08-02 14:01:54
TXN-0001976,Daniel Garcia,Apparel,612.15,6,4.7,United States,2023-09-02 18:23:37
TXN-0005031,Robert Garcia,Books,437.76,1,2.0,United Kingdom,15/01/2023
TXN-0002385,Lisa Wilson,Electronics,1463.55,3,2.6,India,2023-06-19 15:03:33
TXN-0011961,Elizabeth Anderson,Home & Kitchen,255.11,7,2.0,Australia,2023-10-27 20:06:36
TXN-0011684,Linda Lee,Sports & Outdoors,934.93,6,1.2,United States,12-11-2024
TXN-0002804,Elizabeth Davis,Toys & Games,1037.31,1,2.4,Netherlands,2024-08-15 18:18:51
TXN-0002275,John Lee,Apparel,522.2,1,2.1,Australia,2024-11-03 20:35:03
TXN-0009213,Karen Lee,Automotive,1397.04,5,2.2,Australia,01-03-2023
TXN-0010742,Barbara Taylor,Home & Kitchen,848.09,,2.5,France,2023-03-04 00:19:28
TXN-0012051,Patricia Martinez,Beauty & Personal Care,1079.22,4,None,Netherlands,2023-12-23 04:07:14
TXN-0011480,Jessica Moore,Toys & Games,659.61,7,3.0,Brazil,2024-04-26 23:24:03
TXN-0007071,Daniel Rodriguez,Apparel,64.54,4,3.4,India,2023-11-16 09:15:05
TXN-0001147,Jennifer Taylor,Books,723.3,5,N/A,India,2024-04-02 07:21:09
TXN-0004664,Jennifer Thompson,Automotive,"1,014.91",7,4.1,France,2023-05-20 00:32:23
TXN-0006834,Barbara Thomas,Toys & Games,-203.19,6,3.6,Germany,2023-04-03 17:46:42
TXN-0009666,William Taylor,Electronics,919.15,8,2.7,Canada,2023-12-16 04:42:29
TXN-0009221,Robert Miller,Apparel,616.02,5,2.7,Australia,2024-09-29 15:03:17
TXN-0001667,Charles White,Books,823.61,1,2.7,India,2024-04-21 07:57:24
TXN-0011707,Patricia Gonzalez,Sports & Outdoors,-809.89,8,2.7,Netherlands,2023-07-26 15:51:17
TXN-0011126,Linda Moore,Home & Kitchen,1449.94,8,3.2,United Kingdom,05-Sep-2024
TXN-0011302,Nancy Perez,Automotive,1355.14,7,2.3,United Kingdom,20-Apr-2024
TXN-0006212,Robert Jackson,Books,1354.46,2,3.7,Australia,2024-08-23 14:50:20
TXN-0002887,William Jones,Electronics,1041.23,4,4.2,great britain,2024-08-08 14:25:03
TXN-0010360,Jennifer Wilson,Toys & Games,1273.62,6,2.9,Japan,2024-05-28 18:11:29
TXN-0009112,Mary Gonzalez,Sports & Outdoors,"1,327.30",7,3.5,Germany,2024-11-10 15:18:55
TXN-0002153,Barbara Jackson,Toys & Games,1280.58,4,3.2,Netherlands,2023-08-21 04:03:35
TXN-0000021,Charles Moore,books,334.22,2,3.8,Netherlands,2023-02-15 17:29:11
TXN-0002060,Linda Gonzalez,Apparel,993.34,,3.7,Japan,2023-06-28 01:19:02
TXN-0000368,Patricia Brown,Home & Kitchen,-1301.88,6,4.5,France,2023-07-25 03:51:49
TXN-0008561,Jennifer Jackson,Home & Kitchen,305.47,5,4.8,France,2023-04-24 01:33:29
TXN-0008763,Nancy Anderson,Automotive,812.21,8,3.0,United Kingdom,2023-05-01 00:46:51
TXN-0004316,Linda Johnson,Toys & Games,358.93,6,4.5,Australia,2023-06-01 06:23:10
TXN-0010000,Thomas Wilson,BOOKS,$140.81,6,4.1,France,2024-12-31
TXN-0008816,James White,Home & Kitchen,971.68,8,4.0,Netherlands,20-Nov-2024
TXN-0006319,Jessica Miller,Beauty & Personal Care,921.62,4,1.3,United Kingdom,23-Jul-2024
TXN-0009001,Charles Smith,Automotive,813.69,4,3.1,Japan,2024-06-05 07:50:40
